execution_file,pattern_file,text_file,preprocess_time,running_time,used_memory,total_time
run,pattern/reg/64.txt,text/dblp/dblp.xml.10MB,572,105490,2084,1:45.49
run_simd,pattern/reg/64.txt,text/dblp/dblp.xml.10MB,374,105358,2076,1:45.36
run,pattern/reg/128.txt,text/dblp/dblp.xml.10MB,646,107945,2200,1:47.95
run_simd,pattern/reg/128.txt,text/dblp/dblp.xml.10MB,651,108667,2196,1:48.67
run,pattern/reg/256.txt,text/dblp/dblp.xml.10MB,1676,115921,2456,1:55.92
run_simd,pattern/reg/256.txt,text/dblp/dblp.xml.10MB,1438,116838,2468,1:56.84
run,pattern/reg/512.txt,text/dblp/dblp.xml.10MB,3119,130866,2952,2:10.87
run_simd,pattern/reg/512.txt,text/dblp/dblp.xml.10MB,2444,131092,2976,2:11.10
./run,pattern/weak_backtrack/10.txt,text/dblp/dblp.xml.1MB,8910,2334,2004,0:02.44
./run_simd,pattern/weak_backtrack/10.txt,text/dblp/dblp.xml.1MB,1843,2355,2016,0:02.37
./run,pattern/weak_backtrack/20.txt,text/dblp/dblp.xml.1MB,409,2279,2076,0:02.28
./run_simd,pattern/weak_backtrack/20.txt,text/dblp/dblp.xml.1MB,472,2260,2112,0:02.26
./run,pattern/weak_backtrack/30.txt,text/dblp/dblp.xml.1MB,780,2262,2256,0:02.26
./run_simd,pattern/weak_backtrack/30.txt,text/dblp/dblp.xml.1MB,643,2263,2240,0:02.26
./run,pattern/weak_backtrack/40.txt,text/dblp/dblp.xml.1MB,879,2308,2364,0:02.31
./run_simd,pattern/weak_backtrack/40.txt,text/dblp/dblp.xml.1MB,804,2262,2364,0:02.26
./run,pattern/weak_backtrack/50.txt,text/dblp/dblp.xml.1MB,1216,2262,2476,0:02.26
./run_simd,pattern/weak_backtrack/50.txt,text/dblp/dblp.xml.1MB,985,2263,2480,0:02.26
python,pattern/weak_backtrack/10.txt,text/dblp/dblp.xml.1MB,186.47800000000382,62.681126000000006,6588,0:00.19
python,pattern/weak_backtrack/20.txt,text/dblp/dblp.xml.1MB,172.89399999999983,556.113883,6520,0:00.59
./run,pattern/weak_backtrack/6.txt,text/dblp/dblp.xml.1MB,2429,2222,1964,0:02.26
./run_simd,pattern/weak_backtrack/6.txt,text/dblp/dblp.xml.1MB,12302,2321,1956,0:02.35
./run,pattern/weak_backtrack/7.txt,text/dblp/dblp.xml.1MB,276,2260,1968,0:02.26
./run_simd,pattern/weak_backtrack/7.txt,text/dblp/dblp.xml.1MB,186,2226,1956,0:02.23
./run,pattern/weak_backtrack/8.txt,text/dblp/dblp.xml.1MB,292,2234,1984,0:02.23
./run_simd,pattern/weak_backtrack/8.txt,text/dblp/dblp.xml.1MB,209,2230,1972,0:02.23
./run,pattern/weak_backtrack/9.txt,text/dblp/dblp.xml.1MB,304,2243,1992,0:02.24
./run_simd,pattern/weak_backtrack/9.txt,text/dblp/dblp.xml.1MB,222,2248,1976,0:02.25
./run,pattern/weak_backtrack/10.txt,text/dblp/dblp.xml.1MB,238,2244,1996,0:02.24
./run_simd,pattern/weak_backtrack/10.txt,text/dblp/dblp.xml.1MB,236,2244,1992,0:02.24
./run,pattern/weak_backtrack/11.txt,text/dblp/dblp.xml.1MB,289,2270,2004,0:02.27
./run_simd,pattern/weak_backtrack/11.txt,text/dblp/dblp.xml.1MB,255,2255,2004,0:02.25
./run,pattern/weak_backtrack/12.txt,text/dblp/dblp.xml.1MB,351,2263,2032,0:02.26
./run_simd,pattern/weak_backtrack/12.txt,text/dblp/dblp.xml.1MB,272,2254,2024,0:02.25
./run,pattern/weak_backtrack/13.txt,text/dblp/dblp.xml.1MB,399,2262,2040,0:02.26
./run_simd,pattern/weak_backtrack/13.txt,text/dblp/dblp.xml.1MB,299,2248,2040,0:02.25
./run,pattern/weak_backtrack/14.txt,text/dblp/dblp.xml.1MB,396,2285,2060,0:02.28
./run_simd,pattern/weak_backtrack/14.txt,text/dblp/dblp.xml.1MB,313,2264,2052,0:02.26
./run,pattern/weak_backtrack/15.txt,text/dblp/dblp.xml.1MB,342,2263,2056,0:02.26
./run_simd,pattern/weak_backtrack/15.txt,text/dblp/dblp.xml.1MB,329,2249,2060,0:02.25
./run,pattern/weak_backtrack/16.txt,text/dblp/dblp.xml.1MB,375,2251,2072,0:02.25
./run_simd,pattern/weak_backtrack/16.txt,text/dblp/dblp.xml.1MB,351,2252,2068,0:02.25
./run,pattern/weak_backtrack/17.txt,text/dblp/dblp.xml.1MB,402,2238,2080,0:02.24
./run_simd,pattern/weak_backtrack/17.txt,text/dblp/dblp.xml.1MB,393,2276,2080,0:02.28
./run,pattern/weak_backtrack/18.txt,text/dblp/dblp.xml.1MB,478,2264,2116,0:02.26
./run_simd,pattern/weak_backtrack/18.txt,text/dblp/dblp.xml.1MB,384,2254,2100,0:02.25
./run,pattern/weak_backtrack/19.txt,text/dblp/dblp.xml.1MB,504,2257,2116,0:02.26
./run_simd,pattern/weak_backtrack/19.txt,text/dblp/dblp.xml.1MB,405,2255,2104,0:02.25
./run,pattern/weak_backtrack/20.txt,text/dblp/dblp.xml.1MB,473,2248,2124,0:02.25
./run_simd,pattern/weak_backtrack/20.txt,text/dblp/dblp.xml.1MB,425,2250,2124,0:02.25
./run,pattern/weak_backtrack/21.txt,text/dblp/dblp.xml.1MB,469,2275,2132,0:02.27
./run_simd,pattern/weak_backtrack/21.txt,text/dblp/dblp.xml.1MB,444,2244,2128,0:02.24
./run,pattern/weak_backtrack/22.txt,text/dblp/dblp.xml.1MB,505,2249,2148,0:02.25
./run_simd,pattern/weak_backtrack/22.txt,text/dblp/dblp.xml.1MB,462,2240,2148,0:02.24
./run,pattern/weak_backtrack/23.txt,text/dblp/dblp.xml.1MB,585,2256,2164,0:02.26
./run_simd,pattern/weak_backtrack/23.txt,text/dblp/dblp.xml.1MB,488,2249,2156,0:02.25
./run,pattern/weak_backtrack/24.txt,text/dblp/dblp.xml.1MB,502,2246,2184,0:02.25
./run_simd,pattern/weak_backtrack/24.txt,text/dblp/dblp.xml.1MB,510,2244,2172,0:02.24
./run,pattern/weak_backtrack/25.txt,text/dblp/dblp.xml.1MB,643,2250,2188,0:02.25
./run_simd,pattern/weak_backtrack/25.txt,text/dblp/dblp.xml.1MB,522,2249,2180,0:02.25
./run,pattern/weak_backtrack/26.txt,text/dblp/dblp.xml.1MB,582,2252,2196,0:02.25
./run_simd,pattern/weak_backtrack/26.txt,text/dblp/dblp.xml.1MB,552,2244,2196,0:02.24
./run,pattern/weak_backtrack/27.txt,text/dblp/dblp.xml.1MB,587,2245,2204,0:02.24
./run_simd,pattern/weak_backtrack/27.txt,text/dblp/dblp.xml.1MB,551,2249,2200,0:02.25
./run,pattern/weak_backtrack/28.txt,text/dblp/dblp.xml.1MB,597,2257,2220,0:02.26
./run_simd,pattern/weak_backtrack/28.txt,text/dblp/dblp.xml.1MB,587,2247,2216,0:02.25
./run,pattern/weak_backtrack/29.txt,text/dblp/dblp.xml.1MB,629,2250,2228,0:02.25
./run_simd,pattern/weak_backtrack/29.txt,text/dblp/dblp.xml.1MB,587,2252,2228,0:02.25
./run,pattern/weak_backtrack/30.txt,text/dblp/dblp.xml.1MB,889,2251,2292,0:02.25
./run_simd,pattern/weak_backtrack/30.txt,text/dblp/dblp.xml.1MB,605,2258,2240,0:02.26
./run,pattern/weak_backtrack/31.txt,text/dblp/dblp.xml.1MB,762,2259,2260,0:02.26
./run_simd,pattern/weak_backtrack/31.txt,text/dblp/dblp.xml.1MB,639,2256,2252,0:02.26
./run,pattern/weak_backtrack/32.txt,text/dblp/dblp.xml.1MB,676,2246,2268,0:02.25
./run_simd,pattern/weak_backtrack/32.txt,text/dblp/dblp.xml.1MB,738,2234,2276,0:02.23
./run,pattern/weak_backtrack/33.txt,text/dblp/dblp.xml.1MB,820,2258,2288,0:02.26
./run_simd,pattern/weak_backtrack/33.txt,text/dblp/dblp.xml.1MB,660,2247,2280,0:02.25
./run,pattern/weak_backtrack/34.txt,text/dblp/dblp.xml.1MB,708,2249,2292,0:02.25
./run_simd,pattern/weak_backtrack/34.txt,text/dblp/dblp.xml.1MB,676,2243,2292,0:02.24
./run,pattern/weak_backtrack/35.txt,text/dblp/dblp.xml.1MB,717,2252,2300,0:02.25
./run_simd,pattern/weak_backtrack/35.txt,text/dblp/dblp.xml.1MB,807,2238,2300,0:02.24
./run,pattern/weak_backtrack/36.txt,text/dblp/dblp.xml.1MB,860,2269,2324,0:02.27
./run_simd,pattern/weak_backtrack/36.txt,text/dblp/dblp.xml.1MB,724,2241,2316,0:02.24
./run,pattern/weak_backtrack/37.txt,text/dblp/dblp.xml.1MB,743,2246,2328,0:02.25
./run_simd,pattern/weak_backtrack/37.txt,text/dblp/dblp.xml.1MB,736,2247,2324,0:02.25
./run,pattern/weak_backtrack/38.txt,text/dblp/dblp.xml.1MB,910,2267,2348,0:02.27
./run_simd,pattern/weak_backtrack/38.txt,text/dblp/dblp.xml.1MB,747,2255,2336,0:02.26
./run,pattern/weak_backtrack/39.txt,text/dblp/dblp.xml.1MB,862,2245,2356,0:02.24
./run_simd,pattern/weak_backtrack/39.txt,text/dblp/dblp.xml.1MB,777,2247,2352,0:02.25
python,pattern/weak_backtrack/6.txt,text/dblp/dblp.xml.1MB,69.89199999999849,35.894237,7156,0:00.07
python,pattern/weak_backtrack/7.txt,text/dblp/dblp.xml.1MB,79.39800000000136,39.209673,7572,0:00.07
python,pattern/weak_backtrack/8.txt,text/dblp/dblp.xml.1MB,94.33500000000095,44.694395,7188,0:00.07
python,pattern/weak_backtrack/9.txt,text/dblp/dblp.xml.1MB,105.68299999999878,55.235386999999996,6628,0:00.08
python,pattern/weak_backtrack/10.txt,text/dblp/dblp.xml.1MB,110.85599999999945,62.417649999999995,6604,0:00.09
python,pattern/weak_backtrack/11.txt,text/dblp/dblp.xml.1MB,120.16299999999951,67.99022299999999,6592,0:00.10
python,pattern/weak_backtrack/12.txt,text/dblp/dblp.xml.1MB,126.93199999999975,85.32567099999999,6528,0:00.11
python,pattern/weak_backtrack/13.txt,text/dblp/dblp.xml.1MB,145.33400000000043,121.71511800000002,6508,0:00.15
python,pattern/weak_backtrack/14.txt,text/dblp/dblp.xml.1MB,181.78500000000028,182.540817,6528,0:00.21
python,pattern/weak_backtrack/15.txt,text/dblp/dblp.xml.1MB,159.39499999999967,310.383387,6528,0:00.34
python,pattern/weak_backtrack/16.txt,text/dblp/dblp.xml.1MB,173.9920000000013,552.815192,6508,0:00.58
python,pattern/weak_backtrack/17.txt,text/dblp/dblp.xml.1MB,178.73700000000173,1020.86917,6504,0:01.05
python,pattern/weak_backtrack/18.txt,text/dblp/dblp.xml.1MB,186.88199999999932,1688.2547889999998,6504,0:01.72
python,pattern/weak_backtrack/19.txt,text/dblp/dblp.xml.1MB,204.23400000000106,3147.3013290000004,6556,0:03.18
python,pattern/weak_backtrack/20.txt,text/dblp/dblp.xml.1MB,210.55999999999852,5763.945339,6508,0:05.80
python,pattern/weak_backtrack/21.txt,text/dblp/dblp.xml.1MB,218.12800000000146,11138.723623999998,6544,0:11.17
python,pattern/weak_backtrack/22.txt,text/dblp/dblp.xml.1MB,258.06299999999936,21622.063111,6492,0:21.65
python,pattern/weak_backtrack/23.txt,text/dblp/dblp.xml.1MB,255.01299999999839,40109.160838,6488,0:40.14
python,pattern/weak_backtrack/24.txt,text/dblp/dblp.xml.1MB,258.9570000000006,79019.92123200001,6484,1:19.06
python,pattern/weak_backtrack/25.txt,text/dblp/dblp.xml.1MB,450.61700000000036,154563.979557,6476,2:34.60
python,pattern/weak_backtrack/26.txt,text/dblp/dblp.xml.1MB,281.74100000000203,308276.56595899997,6492,5:08.31
python,pattern/weak_backtrack/27.txt,text/dblp/dblp.xml.1MB,361.84400000000005,615985.114015,6508,10:16.03
python,pattern/weak_backtrack/28.txt,text/dblp/dblp.xml.1MB,344.31600000000424,1221629.433197,6544,20:21.69
python,pattern/weak_backtrack/29.txt,text/dblp/dblp.xml.1MB,379.55599999999964,2432604.0742789996,6532,40:32.67
./run_simd,pattern/net/32.txt,text/dblp/dblp.xml.1MB,8089,9469,1936,0:09.53
./run_simd,pattern/net/64.txt,text/dblp/dblp.xml.1MB,253,12919,1948,0:12.92
./run_simd,pattern/net/96.txt,text/dblp/dblp.xml.1MB,333,13576,1956,0:13.58
./run_simd,pattern/net/128.txt,text/dblp/dblp.xml.1MB,381,13280,1964,0:13.28
./run_simd,pattern/net/160.txt,text/dblp/dblp.xml.1MB,348,14010,1964,0:14.01
./run_simd,pattern/net/192.txt,text/dblp/dblp.xml.1MB,366,13934,1980,0:13.93
./run_simd,pattern/net/224.txt,text/dblp/dblp.xml.1MB,473,14355,1980,0:14.36
./run_simd,pattern/net/256.txt,text/dblp/dblp.xml.1MB,518,14272,1992,0:14.27
./run_simd,pattern/net/288.txt,text/dblp/dblp.xml.1MB,425,14724,1992,0:14.72
./run_simd,pattern/net/320.txt,text/dblp/dblp.xml.1MB,485,14712,2012,0:14.71
./run_simd,pattern/net/352.txt,text/dblp/dblp.xml.1MB,422,14913,2000,0:14.91
./run_simd,pattern/net/384.txt,text/dblp/dblp.xml.1MB,523,14915,2016,0:14.92
./run_simd,pattern/net/416.txt,text/dblp/dblp.xml.1MB,548,15504,2020,0:15.50
./run_simd,pattern/net/448.txt,text/dblp/dblp.xml.1MB,565,15372,2024,0:15.37
./run_simd,pattern/net/480.txt,text/dblp/dblp.xml.1MB,545,15833,2016,0:15.83
./run_simd,pattern/net/512.txt,text/dblp/dblp.xml.1MB,533,15790,2024,0:15.79
./run_simd,pattern/net/544.txt,text/dblp/dblp.xml.1MB,565,15681,2024,0:15.68
./run_simd,pattern/net/576.txt,text/dblp/dblp.xml.1MB,615,16153,2056,0:16.15
./run_simd,pattern/net/608.txt,text/dblp/dblp.xml.1MB,670,16169,2052,0:16.17
./run_simd,pattern/net/640.txt,text/dblp/dblp.xml.1MB,916,16432,2064,0:16.43
./run_simd,pattern/net/672.txt,text/dblp/dblp.xml.1MB,771,18000,2064,0:18.00
./run_simd,pattern/net/704.txt,text/dblp/dblp.xml.1MB,797,17107,2080,0:17.11
./run_simd,pattern/net/736.txt,text/dblp/dblp.xml.1MB,722,16857,2076,0:16.86
./run_simd,pattern/net/768.txt,text/dblp/dblp.xml.1MB,717,17166,2072,0:17.17
./run_simd,pattern/net/800.txt,text/dblp/dblp.xml.1MB,881,17150,2092,0:17.15
./run_simd,pattern/net/832.txt,text/dblp/dblp.xml.1MB,828,17586,2100,0:17.59
./run_simd,pattern/net/864.txt,text/dblp/dblp.xml.1MB,932,17584,2104,0:17.58
./run_simd,pattern/net/896.txt,text/dblp/dblp.xml.1MB,926,17964,2104,0:17.97
./run_simd,pattern/net/928.txt,text/dblp/dblp.xml.1MB,857,18173,2100,0:18.17
./run_simd,pattern/net/960.txt,text/dblp/dblp.xml.1MB,874,18449,2112,0:18.45
./run_simd,pattern/net/992.txt,text/dblp/dblp.xml.1MB,1067,18503,2124,0:18.50
./run_simd,pattern/net/1024.txt,text/dblp/dblp.xml.1MB,1410,19443,2152,0:19.44
./run_simd,pattern/exnet/32.txt,text/dblp/dblp.xml.1MB,341,9626,1980,0:09.63
./run_simd,pattern/exnet/64.txt,text/dblp/dblp.xml.1MB,294,13092,2004,0:13.09
./run_simd,pattern/exnet/96.txt,text/dblp/dblp.xml.1MB,416,13480,2024,0:13.48
./run_simd,pattern/exnet/128.txt,text/dblp/dblp.xml.1MB,699,13452,2052,0:13.45
./run_simd,pattern/exnet/160.txt,text/dblp/dblp.xml.1MB,479,13907,2096,0:13.91
./run_simd,pattern/exnet/192.txt,text/dblp/dblp.xml.1MB,569,14125,2112,0:14.13
./run_simd,pattern/exnet/224.txt,text/dblp/dblp.xml.1MB,756,14362,2136,0:14.36
./run_simd,pattern/exnet/256.txt,text/dblp/dblp.xml.1MB,745,14332,2148,0:14.33
./run_simd,pattern/exnet/288.txt,text/dblp/dblp.xml.1MB,770,14484,2184,0:14.48
./run_simd,pattern/exnet/320.txt,text/dblp/dblp.xml.1MB,783,14674,2196,0:14.67
